datetime,date,hour,season,year,month,holiday,weekday,workingday,weather_condition,temperature,humidity,windspeed,casual_users,registered_users,total_rentals,day_name,is_weekend,is_rush_hour,is_business_hours,is_evening,is_night,casual_percentage,registered_percentage
2011-01-02 15:00:00,2011-01-02,15,spring,2011,1,0,0,0,3,57.1,81.0,11.0,19,55,74,Sunday,1,0,1,0,0,25.7,74.3
2011-01-02 16:00:00,2011-01-02,16,spring,2011,1,0,0,0,3,57.1,71.0,11.0,9,67,76,Sunday,1,0,1,0,0,11.8,88.2
2011-01-02 17:00:00,2011-01-02,17,spring,2011,1,0,0,0,1,57.1,57.0,13.0,7,58,65,Sunday,1,1,1,0,0,10.8,89.2
2011-01-02 18:00:00,2011-01-02,18,spring,2011,1,0,0,0,2,58.6,46.0,22.0,10,43,53,Sunday,1,1,0,1,0,18.9,81.1
2011-01-02 19:00:00,2011-01-02,19,spring,2011,1,0,0,0,1,55.6,42.0,30.0,1,29,30,Sunday,1,0,0,1,0,3.3,96.7
2011-01-02 20:00:00,2011-01-02,20,spring,2011,1,0,0,0,1,54.1,39.0,24.0,5,17,22,Sunday,1,0,0,1,0,22.7,77.3
2011-01-02 21:00:00,2011-01-02,21,spring,2011,1,0,0,0,1,51.2,44.0,22.0,11,20,31,Sunday,1,0,0,1,0,35.5,64.5
2011-01-02 22:00:00,2011-01-02,22,spring,2011,1,0,0,0,1,49.7,44.0,20.0,0,9,9,Sunday,1,0,0,1,0,0.0,100.0
2011-01-02 23:00:00,2011-01-02,23,spring,2011,1,0,0,0,1,48.2,47.0,11.0,0,8,8,Sunday,1,0,0,0,1,0.0,100.0
2011-01-03 00:00:00,2011-01-03,0,spring,2011,1,0,1,1,1,48.2,44.0,24.0,0,5,5,Monday,0,0,0,0,1,0.0,100.0
2011-01-03 01:00:00,2011-01-03,1,spring,2011,1,0,1,1,1,46.8,44.0,28.0,0,2,2,Monday,0,0,0,0,1,0.0,100.0
2011-01-03 04:00:00,2011-01-03,4,spring,2011,1,0,1,1,1,43.8,47.0,26.0,0,1,1,Monday,0,0,0,0,1,0.0,100.0
2011-01-03 05:00:00,2011-01-03,5,spring,2011,1,0,1,1,1,43.8,47.0,19.0,0,3,3,Monday,0,0,0,0,1,0.0,100.0
2011-01-03 06:00:00,2011-01-03,6,spring,2011,1,0,1,1,1,42.3,50.0,26.0,0,30,30,Monday,0,0,0,0,0,0.0,100.0
2011-01-03 07:00:00,2011-01-03,7,spring,2011,1,0,1,1,1,42.3,50.0,13.0,1,63,64,Monday,0,1,0,0,0,1.6,98.4
2011-01-03 08:00:00,2011-01-03,8,spring,2011,1,0,1,1,1,42.3,50.0,19.0,1,153,154,Monday,0,1,0,0,0,0.6,99.4
2011-01-03 09:00:00,2011-01-03,9,spring,2011,1,0,1,1,1,43.8,43.0,26.0,7,81,88,Monday,0,0,1,0,0,8.0,92.0
2011-01-03 10:00:00,2011-01-03,10,spring,2011,1,0,1,1,1,45.3,43.0,17.0,11,33,44,Monday,0,0,1,0,0,25.0,75.0
2011-01-03 11:00:00,2011-01-03,11,spring,2011,1,0,1,1,1,46.8,40.0,22.0,10,41,51,Monday,0,0,1,0,0,19.6,80.4
2011-01-03 12:00:00,2011-01-03,12,spring,2011,1,0,1,1,1,48.2,35.0,20.0,13,48,61,Monday,0,0,1,0,0,21.3,78.7
2011-01-03 13:00:00,2011-01-03,13,spring,2011,1,0,1,1,1,49.7,35.0,19.0,8,53,61,Monday,0,0,1,0,0,13.1,86.9
2011-01-03 14:00:00,2011-01-03,14,spring,2011,1,0,1,1,1,51.2,30.0,19.0,11,66,77,Monday,0,0,1,0,0,14.3,85.7
2011-01-03 15:00:00,2011-01-03,15,spring,2011,1,0,1,1,1,51.2,30.0,17.0,14,58,72,Monday,0,0,1,0,0,19.4,80.6
2011-01-03 16:00:00,2011-01-03,16,spring,2011,1,0,1,1,1,51.2,30.0,17.0,9,67,76,Monday,0,0,1,0,0,11.8,88.2
2011-01-03 17:00:00,2011-01-03,17,spring,2011,1,0,1,1,1,49.7,30.0,15.0,11,146,157,Monday,0,1,1,0,0,7.0,93.0
2011-01-03 18:00:00,2011-01-03,18,spring,2011,1,0,1,1,1,49.7,32.0,7.0,9,148,157,Monday,0,1,0,1,0,5.7,94.3
2011-01-03 19:00:00,2011-01-03,19,spring,2011,1,0,1,1,1,46.8,47.0,0.0,8,102,110,Monday,0,0,0,1,0,7.3,92.7
2011-01-03 20:00:00,2011-01-03,20,spring,2011,1,0,1,1,1,46.8,47.0,7.0,3,49,52,Monday,0,0,0,1,0,5.8,94.2
2011-01-03 21:00:00,2011-01-03,21,spring,2011,1,0,1,1,1,45.3,64.0,9.0,3,49,52,Monday,0,0,0,1,0,5.8,94.2
2011-01-03 22:00:00,2011-01-03,22,spring,2011,1,0,1,1,1,42.3,69.0,9.0,0,20,20,Monday,0,0,0,1,0,0.0,100.0
2011-01-03 23:00:00,2011-01-03,23,spring,2011,1,0,1,1,1,45.3,55.0,7.0,1,11,12,Monday,0,0,0,0,1,8.3,91.7
2011-01-04 00:00:00,2011-01-04,0,spring,2011,1,0,2,1,1,43.8,55.0,7.0,0,5,5,Tuesday,0,0,0,0,1,0.0,100.0
2011-01-04 01:00:00,2011-01-04,1,spring,2011,1,0,2,1,1,43.8,59.0,7.0,0,2,2,Tuesday,0,0,0,0,1,0.0,100.0
2011-01-04 02:00:00,2011-01-04,2,spring,2011,1,0,2,1,1,42.3,63.0,9.0,0,1,1,Tuesday,0,0,0,0,1,0.0,100.0
2011-01-04 04:00:00,2011-01-04,4,spring,2011,1,0,2,1,1,42.3,63.0,6.0,0,2,2,Tuesday,0,0,0,0,1,0.0,100.0
2011-01-04 05:00:00,2011-01-04,5,spring,2011,1,0,2,1,1,40.9,68.0,7.0,0,4,4,Tuesday,0,0,0,0,1,0.0,100.0
2011-01-04 06:00:00,2011-01-04,6,spring,2011,1,0,2,1,1,40.9,74.0,7.0,0,36,36,Tuesday,0,0,0,0,0,0.0,100.0
2011-01-04 07:00:00,2011-01-04,7,spring,2011,1,0,2,1,1,40.9,74.0,9.0,2,92,94,Tuesday,0,1,0,0,0,2.1,97.9
2011-01-04 08:00:00,2011-01-04,8,spring,2011,1,0,2,1,1,42.3,69.0,11.0,2,177,179,Tuesday,0,1,0,0,0,1.1,98.9
2011-01-04 09:00:00,2011-01-04,9,spring,2011,1,0,2,1,1,43.8,64.0,15.0,2,98,100,Tuesday,0,0,1,0,0,2.0,98.0
2011-01-04 10:00:00,2011-01-04,10,spring,2011,1,0,2,1,2,43.8,69.0,22.0,5,37,42,Tuesday,0,0,1,0,0,11.9,88.1
2011-01-04 11:00:00,2011-01-04,11,spring,2011,1,0,2,1,1,48.2,51.0,20.0,7,50,57,Tuesday,0,0,1,0,0,12.3,87.7
2011-01-04 12:00:00,2011-01-04,12,spring,2011,1,0,2,1,1,48.2,51.0,11.0,12,66,78,Tuesday,0,0,1,0,0,15.4,84.6
2011-01-04 13:00:00,2011-01-04,13,spring,2011,1,0,2,1,1,49.7,56.0,13.0,18,79,97,Tuesday,0,0,1,0,0,18.6,81.4
2011-01-04 14:00:00,2011-01-04,14,spring,2011,1,0,2,1,1,51.2,52.0,15.0,9,54,63,Tuesday,0,0,1,0,0,14.3,85.7
2011-01-04 15:00:00,2011-01-04,15,spring,2011,1,0,2,1,1,52.7,52.0,17.0,17,48,65,Tuesday,0,0,1,0,0,26.2,73.8
2011-01-04 16:00:00,2011-01-04,16,spring,2011,1,0,2,1,1,54.1,49.0,17.0,15,68,83,Tuesday,0,0,1,0,0,18.1,81.9
2011-01-04 17:00:00,2011-01-04,17,spring,2011,1,0,2,1,1,52.7,48.0,15.0,10,202,212,Tuesday,0,1,1,0,0,4.7,95.3
2011-01-04 18:00:00,2011-01-04,18,spring,2011,1,0,2,1,1,51.2,48.0,13.0,3,179,182,Tuesday,0,1,0,1,0,1.6,98.4
2011-01-04 19:00:00,2011-01-04,19,spring,2011,1,0,2,1,1,49.7,48.0,7.0,2,110,112,Tuesday,0,0,0,1,0,1.8,98.2
2011-01-04 20:00:00,2011-01-04,20,spring,2011,1,0,2,1,1,49.7,48.0,7.0,1,53,54,Tuesday,0,0,0,1,0,1.9,98.1
2011-01-04 21:00:00,2011-01-04,21,spring,2011,1,0,2,1,1,48.2,64.0,0.0,0,48,48,Tuesday,0,0,0,1,0,0.0,100.0
2011-01-04 22:00:00,2011-01-04,22,spring,2011,1,0,2,1,1,48.2,64.0,6.0,1,34,35,Tuesday,0,0,0,1,0,2.9,97.1
2011-01-04 23:00:00,2011-01-04,23,spring,2011,1,0,2,1,1,46.8,69.0,6.0,2,9,11,Tuesday,0,0,0,0,1,18.2,81.8
2011-01-05 00:00:00,2011-01-05,0,spring,2011,1,0,3,1,1,46.8,64.0,0.0,0,6,6,Wednesday,0,0,0,0,1,0.0,100.0
2011-01-05 01:00:00,2011-01-05,1,spring,2011,1,0,3,1,1,43.8,74.0,6.0,0,6,6,Wednesday,0,0,0,0,1,0.0,100.0
2011-01-05 02:00:00,2011-01-05,2,spring,2011,1,0,3,1,1,43.8,74.0,6.0,0,2,2,Wednesday,0,0,0,0,1,0.0,100.0
2011-01-05 04:00:00,2011-01-05,4,spring,2011,1,0,3,1,1,49.7,48.0,15.0,0,2,2,Wednesday,0,0,0,0,1,0.0,100.0
2011-01-05 05:00:00,2011-01-05,5,spring,2011,1,0,3,1,1,48.2,47.0,11.0,0,3,3,Wednesday,0,0,0,0,1,0.0,100.0
2011-01-05 06:00:00,2011-01-05,6,spring,2011,1,0,3,1,1,46.8,47.0,15.0,0,33,33,Wednesday,0,0,0,0,0,0.0,100.0
2011-01-05 07:00:00,2011-01-05,7,spring,2011,1,0,3,1,1,45.3,43.0,13.0,1,87,88,Wednesday,0,1,0,0,0,1.1,98.9
2011-01-05 08:00:00,2011-01-05,8,spring,2011,1,0,3,1,1,46.8,40.0,20.0,3,192,195,Wednesday,0,1,0,0,0,1.5,98.5
2011-01-05 09:00:00,2011-01-05,9,spring,2011,1,0,3,1,1,48.2,37.0,22.0,6,109,115,Wednesday,0,0,1,0,0,5.2,94.8
2011-01-05 10:00:00,2011-01-05,10,spring,2011,1,0,3,1,1,48.2,37.0,22.0,4,53,57,Wednesday,0,0,1,0,0,7.0,93.0
2011-01-05 11:00:00,2011-01-05,11,spring,2011,1,0,3,1,1,51.2,33.0,22.0,12,34,46,Wednesday,0,0,1,0,0,26.1,73.9
2011-01-05 12:00:00,2011-01-05,12,spring,2011,1,0,3,1,1,51.2,33.0,22.0,5,74,79,Wednesday,0,0,1,0,0,6.3,93.7
2011-01-05 13:00:00,2011-01-05,13,spring,2011,1,0,3,1,1,52.7,30.0,20.0,6,65,71,Wednesday,0,0,1,0,0,8.5,91.5
2011-01-05 14:00:00,2011-01-05,14,spring,2011,1,0,3,1,1,54.1,28.0,13.0,10,52,62,Wednesday,0,0,1,0,0,16.1,83.9
2011-01-05 15:00:00,2011-01-05,15,spring,2011,1,0,3,1,1,54.1,28.0,13.0,7,55,62,Wednesday,0,0,1,0,0,11.3,88.7
2011-01-05 16:00:00,2011-01-05,16,spring,2011,1,0,3,1,1,54.1,28.0,6.0,4,85,89,Wednesday,0,0,1,0,0,4.5,95.5
2011-01-05 17:00:00,2011-01-05,17,spring,2011,1,0,3,1,1,49.7,38.0,13.0,4,186,190,Wednesday,0,1,1,0,0,2.1,97.9
2011-01-05 18:00:00,2011-01-05,18,spring,2011,1,0,3,1,1,49.7,38.0,9.0,3,166,169,Wednesday,0,1,0,1,0,1.8,98.2
2011-01-05 19:00:00,2011-01-05,19,spring,2011,1,0,3,1,1,49.7,38.0,7.0,5,127,132,Wednesday,0,0,0,1,0,3.8,96.2
2011-01-05 20:00:00,2011-01-05,20,spring,2011,1,0,3,1,1,48.2,47.0,11.0,7,82,89,Wednesday,0,0,0,1,0,7.9,92.1
2011-01-05 21:00:00,2011-01-05,21,spring,2011,1,0,3,1,1,46.8,51.0,13.0,3,40,43,Wednesday,0,0,0,1,0,7.0,93.0
2011-01-05 22:00:00,2011-01-05,22,spring,2011,1,0,3,1,1,45.3,55.0,9.0,1,41,42,Wednesday,0,0,0,1,0,2.4,97.6
2011-01-05 23:00:00,2011-01-05,23,spring,2011,1,0,3,1,1,46.8,47.0,0.0,1,18,19,Wednesday,0,0,0,0,1,5.3,94.7
2011-01-06 00:00:00,2011-01-06,0,spring,2011,1,0,4,1,1,45.3,55.0,0.0,0,11,11,Thursday,0,0,0,0,1,0.0,100.0
2011-01-06 01:00:00,2011-01-06,1,spring,2011,1,0,4,1,1,43.8,64.0,0.0,0,4,4,Thursday,0,0,0,0,1,0.0,100.0
2011-01-06 02:00:00,2011-01-06,2,spring,2011,1,0,4,1,1,43.8,64.0,0.0,0,2,2,Thursday,0,0,0,0,1,0.0,100.0
2011-01-06 04:00:00,2011-01-06,4,spring,2011,1,0,4,1,2,43.8,64.0,6.0,0,1,1,Thursday,0,0,0,0,1,0.0,100.0
2011-01-06 05:00:00,2011-01-06,5,spring,2011,1,0,4,1,2,42.3,69.0,6.0,0,4,4,Thursday,0,0,0,0,1,0.0,100.0
2011-01-06 06:00:00,2011-01-06,6,spring,2011,1,0,4,1,2,42.3,63.0,7.0,0,36,36,Thursday,0,0,0,0,0,0.0,100.0
2011-01-06 07:00:00,2011-01-06,7,spring,2011,1,0,4,1,2,43.8,59.0,0.0,0,95,95,Thursday,0,1,0,0,0,0.0,100.0
2011-01-06 08:00:00,2011-01-06,8,spring,2011,1,0,4,1,1,43.8,59.0,0.0,3,216,219,Thursday,0,1,0,0,0,1.4,98.6
2011-01-06 09:00:00,2011-01-06,9,spring,2011,1,0,4,1,2,45.3,51.0,0.0,6,116,122,Thursday,0,0,1,0,0,4.9,95.1
2011-01-06 10:00:00,2011-01-06,10,spring,2011,1,0,4,1,1,46.8,47.0,0.0,3,42,45,Thursday,0,0,1,0,0,6.7,93.3
2011-01-06 11:00:00,2011-01-06,11,spring,2011,1,0,4,1,1,48.2,44.0,6.0,2,57,59,Thursday,0,0,1,0,0,3.4,96.6
2011-01-06 12:00:00,2011-01-06,12,spring,2011,1,0,4,1,1,51.2,35.0,0.0,6,78,84,Thursday,0,0,1,0,0,7.1,92.9
2011-01-06 13:00:00,2011-01-06,13,spring,2011,1,0,4,1,1,51.2,35.0,7.0,12,55,67,Thursday,0,0,1,0,0,17.9,82.1
2011-01-06 14:00:00,2011-01-06,14,spring,2011,1,0,4,1,1,52.7,36.0,11.0,11,59,70,Thursday,0,0,1,0,0,15.7,84.3
2011-01-06 15:00:00,2011-01-06,15,spring,2011,1,0,4,1,1,52.7,36.0,0.0,8,54,62,Thursday,0,0,1,0,0,12.9,87.1
2011-01-06 16:00:00,2011-01-06,16,spring,2011,1,0,4,1,1,51.2,38.0,11.0,12,74,86,Thursday,0,0,1,0,0,14.0,86.0
2011-01-06 17:00:00,2011-01-06,17,spring,2011,1,0,4,1,1,48.2,51.0,11.0,9,163,172,Thursday,0,1,1,0,0,5.2,94.8
2011-01-06 18:00:00,2011-01-06,18,spring,2011,1,0,4,1,1,48.2,51.0,9.0,5,158,163,Thursday,0,1,0,1,0,3.1,96.9
2011-01-06 19:00:00,2011-01-06,19,spring,2011,1,0,4,1,1,48.2,55.0,6.0,3,109,112,Thursday,0,0,0,1,0,2.7,97.3
2011-01-06 20:00:00,2011-01-06,20,spring,2011,1,0,4,1,1,46.8,51.0,11.0,3,66,69,Thursday,0,0,0,1,0,4.3,95.7
2011-01-06 21:00:00,2011-01-06,21,spring,2011,1,0,4,1,2,48.2,55.0,15.0,0,48,48,Thursday,0,0,0,1,0,0.0,100.0
2011-01-06 22:00:00,2011-01-06,22,spring,2011,1,0,4,1,2,48.2,51.0,19.0,1,51,52,Thursday,0,0,0,1,0,1.9,98.1
2011-01-06 23:00:00,2011-01-06,23,spring,2011,1,0,4,1,2,46.8,59.0,13.0,4,19,23,Thursday,0,0,0,0,1,17.4,82.6
2011-01-07 00:00:00,2011-01-07,0,spring,2011,1,0,5,1,2,46.8,64.0,13.0,4,13,17,Friday,0,0,0,0,1,23.5,76.5
2011-01-07 01:00:00,2011-01-07,1,spring,2011,1,0,5,1,2,46.8,69.0,15.0,2,5,7,Friday,0,0,0,0,1,28.6,71.4
2011-01-07 02:00:00,2011-01-07,2,spring,2011,1,0,5,1,2,46.8,69.0,15.0,0,1,1,Friday,0,0,0,0,1,0.0,100.0
2011-01-07 04:00:00,2011-01-07,4,spring,2011,1,0,5,1,2,46.8,69.0,9.0,0,1,1,Friday,0,0,0,0,1,0.0,100.0
2011-01-07 05:00:00,2011-01-07,5,spring,2011,1,0,5,1,3,48.2,55.0,0.0,0,5,5,Friday,0,0,0,0,1,0.0,100.0
2011-01-07 06:00:00,2011-01-07,6,spring,2011,1,0,5,1,2,46.8,69.0,0.0,8,26,34,Friday,0,0,0,0,0,23.5,76.5
2011-01-07 07:00:00,2011-01-07,7,spring,2011,1,0,5,1,1,46.8,69.0,9.0,8,76,84,Friday,0,1,0,0,0,9.5,90.5
2011-01-07 08:00:00,2011-01-07,8,spring,2011,1,0,5,1,1,46.8,51.0,17.0,20,190,210,Friday,0,1,0,0,0,9.5,90.5
2011-01-07 09:00:00,2011-01-07,9,spring,2011,1,0,5,1,1,46.8,47.0,20.0,9,125,134,Friday,0,0,1,0,0,6.7,93.3
2011-01-07 10:00:00,2011-01-07,10,spring,2011,1,0,5,1,1,48.2,37.0,22.0,16,47,63,Friday,0,0,1,0,0,25.4,74.6
2011-01-07 11:00:00,2011-01-07,11,spring,2011,1,0,5,1,2,46.8,40.0,15.0,19,48,67,Friday,0,0,1,0,0,28.4,71.6
2011-01-07 12:00:00,2011-01-07,12,spring,2011,1,0,5,1,2,46.8,37.0,17.0,9,50,59,Friday,0,0,1,0,0,15.3,84.7
2011-01-07 13:00:00,2011-01-07,13,spring,2011,1,0,5,1,2,46.8,37.0,19.0,9,64,73,Friday,0,0,1,0,0,12.3,87.7
2011-01-07 14:00:00,2011-01-07,14,spring,2011,1,0,5,1,2,46.8,40.0,17.0,7,43,50,Friday,0,0,1,0,0,14.0,86.0
2011-01-07 15:00:00,2011-01-07,15,spring,2011,1,0,5,1,2,46.8,37.0,11.0,9,63,72,Friday,0,0,1,0,0,12.5,87.5
2011-01-07 16:00:00,2011-01-07,16,spring,2011,1,0,5,1,2,46.8,37.0,11.0,5,82,87,Friday,0,0,1,0,0,5.7,94.3
2011-01-07 17:00:00,2011-01-07,17,spring,2011,1,0,5,1,2,46.8,37.0,0.0,9,178,187,Friday,0,1,1,0,0,4.8,95.2
2011-01-07 18:00:00,2011-01-07,18,spring,2011,1,0,5,1,1,46.8,40.0,6.0,7,116,123,Friday,0,1,0,1,0,5.7,94.3
2011-01-07 19:00:00,2011-01-07,19,spring,2011,1,0,5,1,1,43.8,55.0,6.0,3,92,95,Friday,0,0,0,1,0,3.2,96.8
2011-01-07 20:00:00,2011-01-07,20,spring,2011,1,0,5,1,1,45.3,47.0,7.0,1,50,51,Friday,0,0,0,1,0,2.0,98.0
2011-01-07 21:00:00,2011-01-07,21,spring,2011,1,0,5,1,1,45.3,47.0,9.0,0,39,39,Friday,0,0,0,1,0,0.0,100.0
2011-01-07 22:00:00,2011-01-07,22,spring,2011,1,0,5,1,2,45.3,43.0,11.0,2,34,36,Friday,0,0,0,1,0,5.6,94.4
2011-01-07 23:00:00,2011-01-07,23,spring,2011,1,0,5,1,2,45.3,51.0,11.0,1,14,15,Friday,0,0,0,0,1,6.7,93.3
2011-01-08 00:00:00,2011-01-08,0,spring,2011,1,0,6,0,2,45.3,51.0,11.0,1,24,25,Saturday,1,0,0,0,1,4.0,96.0
2011-01-08 01:00:00,2011-01-08,1,spring,2011,1,0,6,0,2,45.3,55.0,6.0,1,15,16,Saturday,1,0,0,0,1,6.2,93.8
2011-01-08 02:00:00,2011-01-08,2,spring,2011,1,0,6,0,2,45.3,55.0,0.0,3,13,16,Saturday,1,0,0,0,1,18.8,81.2
2011-01-08 03:00:00,2011-01-08,3,spring,2011,1,0,6,0,3,45.3,55.0,11.0,0,7,7,Saturday,1,0,0,0,1,0.0,100.0
2011-01-08 04:00:00,2011-01-08,4,spring,2011,1,0,6,0,3,45.3,55.0,11.0,0,1,1,Saturday,1,0,0,0,1,0.0,100.0
2011-01-08 05:00:00,2011-01-08,5,spring,2011,1,0,6,0,2,43.8,74.0,11.0,0,5,5,Saturday,1,0,0,0,1,0.0,100.0
2011-01-08 06:00:00,2011-01-08,6,spring,2011,1,0,6,0,2,43.8,74.0,11.0,0,2,2,Saturday,1,0,0,0,0,0.0,100.0
2011-01-08 07:00:00,2011-01-08,7,spring,2011,1,0,6,0,2,43.8,74.0,7.0,1,8,9,Saturday,1,1,0,0,0,11.1,88.9
2011-01-08 08:00:00,2011-01-08,8,spring,2011,1,0,6,0,3,43.8,93.0,7.0,0,15,15,Saturday,1,1,0,0,0,0.0,100.0
2011-01-08 09:00:00,2011-01-08,9,spring,2011,1,0,6,0,3,43.8,93.0,7.0,0,20,20,Saturday,1,0,1,0,0,0.0,100.0
2011-01-08 10:00:00,2011-01-08,10,spring,2011,1,0,6,0,2,45.3,80.0,11.0,5,56,61,Saturday,1,0,1,0,0,8.2,91.8
2011-01-08 11:00:00,2011-01-08,11,spring,2011,1,0,6,0,2,46.8,69.0,26.0,2,60,62,Saturday,1,0,1,0,0,3.2,96.8
2011-01-08 12:00:00,2011-01-08,12,spring,2011,1,0,6,0,2,46.8,59.0,24.0,8,90,98,Saturday,1,0,1,0,0,8.2,91.8
